ISO3,Provider,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,SpecialOffer_old,SpecialOffer_new
AND,holafly,7,21,deleted,,29.9,,,
AND,holafly,8,24,deleted,,31.9,,,
AND,holafly,9,27,deleted,,34.9,,,
AND,holafly,10,30,deleted,,36.9,,,
AND,holafly,11,33,deleted,,39.9,,,
AND,holafly,12,36,deleted,,43.9,,,
AND,holafly,13,39,deleted,,45.9,,,
AND,holafly,14,42,deleted,,47.9,,,
AND,holafly,15,45,deleted,,50.9,,,
AND,holafly,16,48,deleted,,52.9,,,
AND,holafly,17,51,deleted,,53.9,,,
AND,holafly,18,54,deleted,,56.9,,,
AND,holafly,19,57,deleted,,59.9,,,
AND,holafly,20,60,deleted,,61.9,,,
AND,holafly,21,63,deleted,,63.9,,,
AND,holafly,22,66,deleted,,64.9,,,
AND,holafly,23,69,deleted,,65.9,,,
AND,holafly,24,72,deleted,,66.9,,,
AND,holafly,25,75,deleted,,67.9,,,
AND,holafly,26,78,deleted,,69.9,,,
AND,holafly,27,81,deleted,,70.9,,,
AND,holafly,28,84,deleted,,71.9,,,
AND,holafly,29,87,deleted,,72.9,,,
AND,holafly,30,90,deleted,,74.9,,,
AND,vodafone,7,5,changed,price,11.0,12.0,N,N
AND,vodafone,7,10,new,,,13.0,,N
AND,vodafone,10,10,new,,,20.5,,N
AND,vodafone,30,10,deleted,,19.0,,N,
AND,vodafone,30,20,changed,price,30.0,22.5,N,N
AND,vodafone,30,40,new,,,35.5,,N
AND,vodafone,30,50,changed,price,39.0,41.5,N,N
AND,vodafone,30,100,new,,,46.0,,N
ARE,orange,7,1,new,,,4.99,,
ARE,orange,7,2,deleted,,7.99,,,
ARE,orange,7,3,new,,,10.99,,
ARE,orange,7,5,changed,price,11.99,13.99,,
ARE,orange,7,10,new,,,19.99,,
ARE,orange,14,10,changed,price,19.99,20.99,,
ARE,orange,45,100,new,,,80.99,,
ARE,vodafone,15,3,changed,price,11.0,12.0,N,N
ARE,vodafone,15,45,new,,,121.0,,N
ARE,vodafone,15,100,deleted,,114.5,,N,
ARE,vodafone,30,5,changed,price,17.0,15.5,N,N
ARE,vodafone,30,20,changed,price,41.0,46.0,N,N
ARG,orange,7,1,new,,,4.99,,
ARG,orange,7,2,deleted,,9.99,,,
ARG,orange,7,3,new,,,14.99,,
ARG,orange,7,10,new,,,28.99,,
ARG,orange,45,100,new,,,101.99,,
ARG,vodafone,7,3,changed,price,10.0,11.0,N,N
ARG,vodafone,7,6,new,,,12.0,,N
ARG,vodafone,15,5,changed,price,13.0,14.0,N,N
ARG,vodafone,15,10,new,,,15.5,,N
ARG,vodafone,15,45,new,,,60.0,,N
ARG,vodafone,15,100,deleted,,51.0,,N,
ARG,vodafone,30,10,changed,price,24.0,25.5,N,N
ARG,vodafone,30,20,changed,price,39.0,28.5,N,N
ARG,vodafone,30,40,new,,,46.0,,N
ARM,airalo,3,1,changed,price,6.0,5.0,,
ARM,airalo,3,3,changed,price,15.5,14.5,,
ARM,airalo,3,9,new,,,20.5,,
ARM,airalo,5,15,new,,,31.0,,
ARM,airalo,7,3,changed,price,16.0,15.0,,
ARM,airalo,7,5,changed,price,25.0,23.0,,
ARM,airalo,7,10,changed,price,41.5,38.0,,
ARM,airalo,7,21,new,,,39.0,,
ARM,airalo,10,30,new,,,47.0,,
ARM,airalo,15,5,changed,price,25.5,24.0,,
ARM,airalo,15,10,changed,price,43.0,38.5,,
ARM,airalo,15,20,new,,,48.0,,
ARM,airalo,15,45,new,,,64.0,,
ARM,airalo,30,5,changed,price,26.0,25.0,,
ARM,airalo,30,10,changed,price,45.0,39.0,,
ARM,airalo,30,20,new,,,49.0,,
ARM,airalo,30,90,new,,,99.0,,
ARM,orange,7,1,new,,,5.99,,
ARM,orange,7,3,new,,,15.99,,
ARM,orange,7,5,new,,,25.99,,
ARM,orange,7,10,new,,,41.99,,
ARM,orange,14,10,new,,,45.99,,
ARM,orange,14,20,new,,,52.99,,
ARM,orange,30,100,new,,,89.99,,
ARM,orange,45,100,new,,,91.99,,
ARM,vodafone,7,2,changed,price,17.0,13.0,N,N
ARM,vodafone,15,3,changed,price,22.0,20.0,N,N
ARM,vodafone,30,10,changed,price,49.0,42.5,N,N
ATG,vodafone,7,4,new,,,13.0,,N
ATG,vodafone,10,3,changed,price,17.0,16.0,N,N
ATG,vodafone,10,6,new,,,18.0,,N
ATG,vodafone,15,5,changed,price,26.0,26.5,N,N
ATG,vodafone,15,10,new,,,29.5,,N
AUS,orange,7,1,new,,,4.99,,
AUS,orange,7,3,new,,,9.99,,
AUS,orange,7,10,new,,,19.99,,
AUS,orange,14,20,changed,price,14.99,15.99,50% OFF,50% OFF
AUS,orange,30,20,changed,price+promo,37.99,53.99,30% OFF,
AUS,orange,30,100,changed,price+promo,67.99,95.99,30% OFF,
AUS,orange,45,100,new,,,74.99,,
AUS,vodafone,15,5,changed,price,10.0,11.0,N,N
AUS,vodafone,15,10,new,,,12.0,,N
AUS,vodafone,30,10,changed,price,14.5,16.0,N,N
AUS,vodafone,30,20,changed,price,25.5,18.0,N,N
AUS,vodafone,30,40,new,,,30.0,,N
AUT,holafly,1,3,deleted,,3.9,,,
AUT,holafly,2,6,deleted,,7.8,,,
AUT,holafly,3,9,deleted,,11.7,,,
AUT,holafly,4,12,deleted,,15.6,,,
AUT,holafly,5,15,deleted,,19.5,,,
AUT,holafly,6,18,deleted,,23.4,,,
AUT,holafly,7,21,deleted,,27.3,,,
AUT,holafly,8,24,deleted,,31.2,,,
AUT,holafly,9,27,deleted,,34.9,,,
AUT,holafly,10,30,deleted,,36.9,,,
AUT,holafly,11,33,deleted,,39.9,,,
AUT,holafly,12,36,deleted,,43.9,,,
AUT,holafly,13,39,deleted,,45.9,,,
AUT,holafly,14,42,deleted,,47.9,,,
AUT,holafly,15,45,deleted,,50.9,,,
AUT,holafly,16,48,deleted,,52.9,,,
AUT,holafly,17,51,deleted,,54.9,,,
AUT,holafly,18,54,deleted,,56.9,,,
AUT,holafly,19,57,deleted,,59.9,,,
AUT,holafly,20,60,deleted,,61.9,,,
AUT,holafly,21,63,deleted,,63.9,,,
AUT,holafly,22,66,deleted,,64.9,,,
AUT,holafly,23,69,deleted,,65.9,,,
AUT,holafly,24,72,deleted,,66.9,,,
AUT,holafly,25,75,deleted,,68.9,,,
AUT,holafly,26,78,deleted,,69.9,,,
AUT,holafly,27,81,deleted,,70.9,,,
AUT,holafly,28,84,deleted,,71.9,,,
AUT,holafly,29,87,deleted,,72.9,,,
AUT,holafly,30,90,deleted,,74.9,,,
AUT,vodafone,15,10,changed,price,10.0,11.0,N,N
AUT,vodafone,15,20,new,,,12.0,,N
AUT,vodafone,30,20,changed,price,12.5,13.5,N,N
AUT,vodafone,30,40,new,,,15.0,,N
AUT,vodafone,30,50,changed,price,25.5,26.5,N,N
AUT,vodafone,30,100,new,,,29.5,,N
AZE,holafly,1,3,deleted,,9.9,,,
AZE,holafly,2,6,deleted,,15.9,,,
AZE,holafly,3,9,deleted,,20.9,,,
AZE,holafly,4,12,deleted,,25.9,,,
AZE,holafly,5,15,deleted,,31.9,,,
AZE,holafly,6,18,deleted,,36.9,,,
AZE,holafly,7,21,deleted,,39.9,,,
AZE,holafly,8,24,deleted,,42.9,,,
AZE,holafly,9,27,deleted,,45.9,,,
AZE,holafly,10,30,deleted,,47.9,,,
AZE,holafly,11,33,deleted,,51.9,,,
AZE,holafly,12,36,deleted,,54.9,,,
AZE,holafly,13,39,deleted,,58.9,,,
AZE,holafly,14,42,deleted,,61.9,,,
AZE,holafly,15,45,deleted,,63.9,,,
AZE,holafly,16,48,deleted,,67.9,,,
AZE,holafly,17,51,deleted,,71.9,,,
AZE,holafly,18,54,deleted,,74.9,,,
AZE,holafly,19,57,deleted,,77.9,,,
AZE,holafly,20,60,deleted,,79.9,,,
AZE,holafly,21,63,deleted,,84.9,,,
AZE,holafly,22,66,deleted,,87.9,,,
AZE,holafly,23,69,deleted,,90.9,,,
AZE,holafly,24,72,deleted,,93.9,,,
AZE,holafly,25,75,deleted,,97.9,,,
AZE,holafly,26,78,deleted,,100.9,,,
AZE,holafly,27,81,deleted,,103.9,,,
AZE,holafly,28,84,deleted,,106.9,,,
AZE,holafly,29,87,deleted,,110.9,,,
AZE,holafly,30,90,deleted,,112.9,,,
AZE,vodafone,7,2,changed,price,11.0,13.0,N,N
AZE,vodafone,15,3,changed,price,12.5,15.0,N,N
AZE,vodafone,30,10,changed,price,34.0,40.0,N,N
BEL,holafly,1,3,deleted,,3.9,,,
BEL,holafly,2,6,deleted,,7.8,,,
BEL,holafly,3,9,deleted,,11.7,,,
BEL,holafly,4,12,deleted,,15.6,,,
BEL,holafly,5,15,deleted,,19.5,,,
BEL,holafly,6,18,deleted,,23.4,,,
BEL,holafly,7,21,deleted,,27.3,,,
BEL,holafly,8,24,deleted,,31.2,,,
BEL,holafly,9,27,deleted,,34.9,,,
BEL,holafly,10,30,deleted,,36.9,,,
BEL,holafly,11,33,deleted,,39.9,,,
BEL,holafly,12,36,deleted,,43.9,,,
BEL,holafly,13,39,deleted,,45.9,,,
BEL,holafly,14,42,deleted,,47.9,,,
BEL,holafly,15,45,deleted,,50.9,,,
BEL,holafly,16,48,deleted,,52.9,,,
BEL,holafly,17,51,deleted,,54.9,,,
BEL,holafly,18,54,deleted,,56.9,,,
BEL,holafly,19,57,deleted,,59.9,,,
BEL,holafly,20,60,deleted,,61.9,,,
BEL,holafly,21,63,deleted,,63.9,,,
BEL,holafly,22,66,deleted,,64.9,,,
BEL,holafly,23,69,deleted,,65.9,,,
BEL,holafly,24,72,deleted,,66.9,,,
BEL,holafly,25,75,deleted,,68.9,,,
BEL,holafly,26,78,deleted,,69.9,,,
BEL,holafly,27,81,deleted,,70.9,,,
BEL,holafly,28,84,deleted,,71.9,,,
BEL,holafly,29,87,deleted,,72.9,,,
BEL,holafly,30,90,deleted,,74.9,,,
BEL,vodafone,7,5,changed,price,9.0,9.5,N,N
BEL,vodafone,7,10,new,,,11.0,,N
BEL,vodafone,10,10,changed,price,10.0,11.0,N,N
BEL,vodafone,10,20,new,,,12.0,,N
BEL,vodafone,30,20,changed,price,15.0,16.0,N,N
BEL,vodafone,30,40,new,,,18.0,,N
BEL,vodafone,30,50,changed,price,27.0,28.5,N,N
BEL,vodafone,30,100,new,,,32.0,,N
BES,vodafone,15,3,changed,price,12.0,13.0,N,N
BES,vodafone,15,6,new,,,14.5,,N
BGR,holafly,1,3,deleted,,3.9,,,
BGR,holafly,2,6,deleted,,7.8,,,
BGR,holafly,3,9,deleted,,11.7,,,
BGR,holafly,4,12,deleted,,15.6,,,
BGR,holafly,5,15,deleted,,19.5,,,
BGR,holafly,6,18,deleted,,23.4,,,
BGR,holafly,7,21,deleted,,27.3,,,
BGR,holafly,8,24,deleted,,31.2,,,
BGR,holafly,9,27,deleted,,34.9,,,
BGR,holafly,10,30,deleted,,36.9,,,
BGR,holafly,11,33,deleted,,39.9,,,
BGR,holafly,12,36,deleted,,43.9,,,
BGR,holafly,13,39,deleted,,45.9,,,
BGR,holafly,14,42,deleted,,47.9,,,
BGR,holafly,15,45,deleted,,50.9,,,
BGR,holafly,16,48,deleted,,52.9,,,
BGR,holafly,17,51,deleted,,54.9,,,
BGR,holafly,18,54,deleted,,56.9,,,
BGR,holafly,19,57,deleted,,59.9,,,
BGR,holafly,20,60,deleted,,61.9,,,
BGR,holafly,21,63,deleted,,63.9,,,
BGR,holafly,22,66,deleted,,64.9,,,
BGR,holafly,23,69,deleted,,65.9,,,
BGR,holafly,24,72,deleted,,66.9,,,
BGR,holafly,25,75,deleted,,68.9,,,
BGR,holafly,26,78,deleted,,69.9,,,
BGR,holafly,27,81,deleted,,70.9,,,
BGR,holafly,28,84,deleted,,71.9,,,
BGR,holafly,29,87,deleted,,72.9,,,
BGR,holafly,30,90,deleted,,74.9,,,
BGR,vodafone,30,30,changed,price,19.0,20.5,N,N
BGR,vodafone,30,50,changed,price,29.0,31.0,N,N
BGR,vodafone,30,60,new,,,22.5,,N
BGR,vodafone,30,100,new,,,34.0,,N
BHR,airalo,3,3,changed,price,11.5,11.0,,
BHR,airalo,15,45,new,,,63.0,,
BHR,airalo,30,90,new,,,99.0,,
BHR,vodafone,7,2,changed,price,12.0,14.5,N,N
BHR,vodafone,15,3,changed,price,16.0,19.0,N,N
BHR,vodafone,30,10,changed,price,39.0,46.0,N,N
BHS,vodafone,7,3,changed,price,15.0,16.0,N,N
BHS,vodafone,7,6,new,,,18.0,,N
BHS,vodafone,15,5,changed,price,23.0,27.0,N,N
BIH,orange,7,1,new,,,4.99,,
BIH,orange,7,3,new,,,8.99,,
BIH,orange,7,5,new,,,13.99,,
BIH,orange,7,10,new,,,20.99,,
BIH,orange,14,10,new,,,21.99,,
BIH,orange,14,20,new,,,32.99,,
BIH,orange,30,2,deleted,,9.99,,,
BIH,orange,30,5,deleted,,14.99,,,
BIH,orange,30,10,deleted,,23.99,,,
BIH,orange,30,20,changed,price,47.99,33.99,,
BIH,orange,30,50,changed,price,65.99,43.99,,
BIH,orange,30,100,new,,,59.99,,
BIH,orange,45,100,new,,,61.99,,
BIH,vodafone,7,3,changed,price,9.5,8.5,N,N
BIH,vodafone,15,5,changed,price,10.0,11.0,N,N
BIH,vodafone,15,10,new,,,12.0,,N
BIH,vodafone,30,10,changed,price,16.0,17.0,N,N
BIH,vodafone,30,20,changed,price,25.0,19.0,N,N
BIH,vodafone,30,40,new,,,29.5,,N
BLR,orange,7,1,new,,,9.99,,
BLR,orange,7,3,new,,,25.99,,
BLR,orange,7,5,new,,,28.99,,
BLR,orange,7,10,new,,,34.99,,
BLR,orange,14,10,new,,,37.99,,
BLR,orange,14,20,new,,,45.99,,
BLR,orange,30,20,new,,,47.99,,
BLR,orange,30,50,new,,,76.99,,
BLR,orange,30,100,new,,,127.99,,
BLR,orange,45,100,new,,,130.99,,
BLR,vodafone,7,2,changed,price,31.0,36.5,N,N
BLR,vodafone,15,3,changed,price,45.0,53.0,N,N
BLR,vodafone,30,10,changed,price,104.5,123.0,N,N
BLZ,airalo,3,1,new,,,9.0,,
BLZ,airalo,3,3,new,,,25.0,,
BLZ,airalo,7,3,new,,,26.5,,
BLZ,airalo,7,5,new,,,46.0,,
BLZ,airalo,15,5,new,,,47.0,,
BLZ,airalo,30,5,new,,,48.0,,
BLZ,saily,7,1,new,,,8.99,,
BLZ,saily,30,3,new,,,26.49,,
BLZ,vodafone,7,1,new,,,18.0,,N
BLZ,vodafone,15,3,new,,,42.5,,N
BLZ,vodafone,30,10,new,,,104.5,,N
BMU,vodafone,7,2,changed,price,16.0,15.5,N,N
BMU,vodafone,15,3,changed,price,21.0,20.0,N,N
BMU,vodafone,30,5,changed,price,33.0,32.0,N,N
BRA,orange,7,1,new,,,4.99,,
BRA,orange,7,3,new,,,11.99,,
BRA,orange,7,10,new,,,23.99,,
BRA,orange,30,20,changed,price+promo,37.99,53.99,30% OFF,
BRA,orange,30,100,changed,price+promo,67.99,95.99,30% OFF,
BRA,orange,45,100,new,,,85.99,,
BRA,vodafone,7,3,changed,price,10.0,11.0,N,N
BRA,vodafone,7,6,new,,,12.0,,N
BRA,vodafone,15,5,changed,price,11.0,12.0,N,N
BRA,vodafone,15,10,new,,,13.0,,N
BRA,vodafone,15,45,new,,,57.5,,N
BRA,vodafone,15,100,deleted,,51.0,,N,
BRA,vodafone,30,10,changed,price,20.0,19.0,N,N
BRA,vodafone,30,20,changed,price,33.0,21.5,N,N
BRA,vodafone,30,40,new,,,35.5,,N
BRB,vodafone,7,4,new,,,13.0,,N
BRB,vodafone,15,6,new,,,19.0,,N
BRB,vodafone,30,5,changed,price,24.0,25.5,N,N
BRB,vodafone,30,10,new,,,28.5,,N
BWA,orange,7,1,new,,,9.99,,
BWA,orange,7,3,new,,,21.99,,
BWA,orange,7,5,new,,,33.99,,
BWA,orange,7,10,new,,,40.99,,
BWA,orange,14,10,new,,,43.99,,
BWA,orange,14,20,new,,,49.99,,
BWA,orange,30,50,changed,price,58.99,65.99,,
BWA,orange,30,100,new,,,97.99,,
BWA,orange,45,100,new,,,99.99,,
BWA,vodafone,7,2,changed,price,17.0,20.0,N,N
BWA,vodafone,15,3,changed,price,23.0,27.0,N,N
BWA,vodafone,30,5,changed,price,38.0,44.5,N,N
CAN,airalo,10,30,changed,price,34.0,35.0,,
CAN,airalo,15,30,new,,,44.3,,
CAN,airalo,15,45,changed,price,44.0,45.0,,
CAN,airalo,30,30,new,,,49.4,,
CAN,airalo,30,90,changed,price,85.0,86.0,,
CAN,orange,7,1,new,,,7.99,,
CAN,orange,7,3,new,,,14.99,,
CAN,orange,7,10,new,,,26.99,,
CAN,orange,14,20,new,,,37.99,,
CAN,orange,30,2,deleted,,7.99,,,
CAN,orange,30,5,deleted,,18.99,,,
CAN,orange,30,20,changed,price+promo,33.99,47.99,30% OFF,
CAN,orange,30,100,changed,price+promo,78.99,112.99,30% OFF,
CAN,orange,45,100,new,,,110.99,,
CAN,saily,5,15,changed,price,19.99,18.99,,
CAN,saily,7,1,new,,,5.29,,
CAN,saily,10,30,changed,price,34.99,33.24,,
CAN,saily,15,2,deleted,,9.99,,,
CAN,saily,15,45,changed,price,48.99,46.54,,
CAN,saily,20,60,changed,price,59.99,56.99,,
CAN,saily,25,75,changed,price,74.99,71.24,,
CAN,saily,30,3,new,,,12.99,,
CAN,saily,30,7,deleted,,23.99,,,
CAN,saily,30,10,changed,price,30.99,29.44,,
CAN,saily,30,20,changed,price,43.99,41.79,,
CAN,saily,30,90,changed,price,89.99,85.49,,
CAN,vodafone,7,3,changed,price,10.0,12.0,N,N
CAN,vodafone,15,10,new,,,13.0,,N
CAN,vodafone,15,45,new,,,34.0,,N
CAN,vodafone,15,100,deleted,,59.0,,N,
CAN,vodafone,30,20,changed,price,29.0,18.0,N,N
CAN,vodafone,30,40,new,,,32.0,,N
CHE,saily,3,9,new,,,11.49,,
CHE,saily,5,15,new,,,18.99,,
CHE,vodafone,15,5,changed,price,10.0,11.0,N,N
CHE,vodafone,15,10,new,,,12.0,,N
CHE,vodafone,15,45,new,,,46.0,,N
CHE,vodafone,15,100,deleted,,41.0,,N,
CHE,vodafone,30,20,changed,price,29.0,20.0,N,N
CHE,vodafone,30,40,new,,,34.0,,N
CHL,holafly,1,3,deleted,,7.9,,,
CHL,holafly,2,6,deleted,,9.9,,,
CHL,holafly,3,9,deleted,,12.9,,,
CHL,holafly,4,12,deleted,,16.9,,,
CHL,holafly,5,15,deleted,,20.9,,,
CHL,holafly,6,18,deleted,,24.9,,,
CHL,holafly,7,21,deleted,,29.9,,,
CHL,holafly,8,24,deleted,,31.9,,,
CHL,holafly,9,27,deleted,,34.9,,,
CHL,holafly,10,30,deleted,,36.9,,,
CHL,holafly,11,33,deleted,,39.9,,,
CHL,holafly,12,36,deleted,,43.9,,,
CHL,holafly,13,39,deleted,,45.9,,,
CHL,holafly,14,42,deleted,,47.9,,,
CHL,holafly,15,45,deleted,,50.9,,,
CHL,holafly,16,48,deleted,,52.9,,,
CHL,holafly,17,51,deleted,,53.9,,,
CHL,holafly,18,54,deleted,,56.9,,,
CHL,holafly,19,57,deleted,,59.9,,,
CHL,holafly,20,60,deleted,,61.9,,,
CHL,holafly,21,63,deleted,,64.9,,,
CHL,holafly,22,66,deleted,,67.9,,,
CHL,holafly,23,69,deleted,,71.9,,,
CHL,holafly,24,72,deleted,,74.9,,,
CHL,holafly,25,75,deleted,,77.9,,,
CHL,holafly,26,78,deleted,,80.9,,,
CHL,holafly,27,81,deleted,,84.9,,,
CHL,holafly,28,84,deleted,,87.9,,,
CHL,holafly,29,87,deleted,,90.9,,,
CHL,holafly,30,90,deleted,,93.9,,,
CHL,orange,7,1,new,,,4.99,,
CHL,orange,7,3,new,,,9.99,,
CHL,orange,7,5,new,,,14.99,,
CHL,orange,7,10,new,,,26.99,,
CHL,orange,14,10,new,,,28.99,,
CHL,orange,14,20,new,,,40.99,,
CHL,orange,30,2,deleted,,11.99,,,
CHL,orange,30,5,deleted,,20.99,,,
CHL,orange,30,10,deleted,,29.99,,,
CHL,orange,45,100,new,,,83.99,,
CHL,vodafone,7,5,changed,price,12.0,11.0,N,N
CHL,vodafone,7,10,new,,,12.0,,N
CHL,vodafone,15,10,changed,price,19.5,18.0,N,N
CHL,vodafone,15,20,new,,,20.0,,N
CHL,vodafone,30,20,changed,price,31.5,33.0,N,N
CHL,vodafone,30,40,new,,,36.5,,N
CHN,orange,7,1,new,,,4.99,,
CHN,orange,7,2,deleted,,7.99,,,
CHN,orange,7,3,new,,,10.99,,
CHN,orange,7,10,new,,,22.99,,
CHN,orange,14,20,changed,price,26.99,31.99,10% OFF,10% OFF
CHN,orange,30,20,changed,price+promo,41.99,59.99,30% OFF,
CHN,orange,30,50,changed,price,47.99,52.99,,
CHN,orange,30,100,changed,price+promo,67.99,95.99,30% OFF,
CHN,orange,45,100,new,,,83.99,,
CHN,vodafone,15,3,changed,price,11.5,12.0,N,N
CHN,vodafone,30,5,changed,price,16.0,14.5,N,N
CHN,vodafone,30,10,changed,price,24.0,25.0,N,N
COD,vodafone,7,2,changed,price,10.0,11.0,N,N
COD,vodafone,7,4,new,,,12.0,,N
COD,vodafone,10,6,new,,,14.5,,N
COD,vodafone,15,5,changed,price,20.0,19.0,N,N
COD,vodafone,15,10,new,,,21.5,,N
COD,vodafone,30,20,new,,,34.0,,N
COL,airalo,7,1,deleted,,4.5,,,
COL,airalo,15,2,deleted,,8.0,,,
COL,airalo,30,3,deleted,,10.5,,,
COL,orange,7,1,new,,,4.99,,
COL,orange,7,3,new,,,9.99,,
COL,orange,7,5,new,,,15.99,,
COL,orange,7,10,new,,,26.99,,
COL,orange,14,10,new,,,28.99,,
COL,orange,14,20,new,,,41.99,,
COL,orange,45,100,new,,,73.99,,
COL,vodafone,7,3,changed,price,10.0,11.0,N,N
COL,vodafone,7,6,new,,,12.0,,N
COL,vodafone,10,5,changed,price,12.5,13.0,N,N
COL,vodafone,10,10,new,,,14.5,,N
COL,vodafone,15,10,changed,price,22.0,22.5,N,N
COL,vodafone,15,20,new,,,25.0,,N
COL,vodafone,15,45,new,,,49.5,,N
COL,vodafone,15,100,deleted,,52.0,,N,
COL,vodafone,30,20,changed,price,34.0,36.0,N,N
COL,vodafone,30,40,new,,,40.0,,N
CPV,vodafone,7,1,changed,price,13.5,16.0,N,N
CRI,holafly,1,3,deleted,,7.9,,,
CRI,holafly,2,6,deleted,,15.9,,,
CRI,holafly,3,9,deleted,,20.9,,,
CRI,holafly,4,12,deleted,,25.9,,,
CRI,holafly,5,15,deleted,,29.9,,,
CRI,holafly,6,18,deleted,,33.9,,,
CRI,holafly,7,21,deleted,,36.9,,,
CRI,holafly,8,24,deleted,,37.9,,,
CRI,holafly,9,27,deleted,,38.9,,,
CRI,holafly,10,30,deleted,,39.9,,,
CRI,holafly,11,33,deleted,,42.9,,,
CRI,holafly,12,36,deleted,,44.9,,,
CRI,holafly,13,39,deleted,,46.9,,,
CRI,holafly,14,42,deleted,,48.9,,,
CRI,holafly,15,45,deleted,,50.9,,,
CRI,holafly,16,48,deleted,,52.9,,,
CRI,holafly,17,51,deleted,,53.9,,,
CRI,holafly,18,54,deleted,,56.9,,,
CRI,holafly,19,57,deleted,,59.9,,,
CRI,holafly,20,60,deleted,,61.9,,,
CRI,holafly,21,63,deleted,,64.9,,,
CRI,holafly,22,66,deleted,,67.9,,,
CRI,holafly,23,69,deleted,,71.9,,,
CRI,holafly,24,72,deleted,,74.9,,,
CRI,holafly,25,75,deleted,,77.9,,,
CRI,holafly,26,78,deleted,,80.9,,,
CRI,holafly,27,81,deleted,,84.9,,,
CRI,holafly,28,84,deleted,,87.9,,,
CRI,holafly,29,87,deleted,,90.9,,,
CRI,holafly,30,90,deleted,,93.9,,,
CRI,orange,7,1,new,,,9.99,,
CRI,orange,7,3,new,,,16.99,,
CRI,orange,7,10,new,,,34.99,,
CRI,orange,14,20,new,,,44.99,,
CRI,orange,45,100,new,,,125.99,,
CRI,vodafone,7,6,new,,,13.0,,N
CRI,vodafone,10,5,changed,price,18.0,19.0,N,N
CRI,vodafone,10,10,new,,,21.5,,N
CRI,vodafone,15,10,changed,price,25.0,26.5,N,N
CRI,vodafone,15,20,new,,,29.5,,N
CRI,vodafone,30,20,changed,price,37.0,33.0,N,N
CRI,vodafone,30,40,new,,,36.5,,N
CYM,vodafone,7,3,changed,price,19.0,20.5,N,N
CYM,vodafone,7,4,new,,,15.5,,N
CYM,vodafone,7,6,new,,,22.5,,N
CYM,vodafone,10,5,changed,price,29.0,28.5,N,N
CYM,vodafone,10,10,new,,,32.0,,N
CYM,vodafone,30,10,changed,price,35.0,33.0,N,N
CYM,vodafone,30,20,new,,,36.5,,N
CYP,holafly,1,3,deleted,,3.9,,,
CYP,holafly,2,6,deleted,,7.8,,,
CYP,holafly,3,9,deleted,,11.7,,,
CYP,holafly,4,12,deleted,,15.6,,,
CYP,holafly,5,15,deleted,,19.5,,,
CYP,holafly,6,18,deleted,,23.4,,,
CYP,holafly,7,21,deleted,,27.3,,,
CYP,holafly,8,24,deleted,,31.2,,,
CYP,holafly,9,27,deleted,,34.9,,,
CYP,holafly,10,30,deleted,,36.9,,,
CYP,holafly,11,33,deleted,,39.9,,,
CYP,holafly,12,36,deleted,,43.9,,,
CYP,holafly,13,39,deleted,,45.9,,,
